index,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,voted,married,familysize,ASD,nerdiness
12612,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,NZL,4,82,226,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,2,2.0,1.0,15,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1
12613,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,USA,4,165,190,2.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,18,1.0,7.0,2.0,2.0,1.0,1.0,2.0,0
12614,4.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,USA,1765,101,198,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,3,2.0,1.0,22,2.0,,5.0,2.0,1.0,3.0,2.0,0
12615,4.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,USA,16,80,224,5.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3.0,2,2.0,1.0,23,1.0,6.0,2.0,1.0,1.0,3.0,2.0,1
12616,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,IDN,3,95,169,3.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,2,2.0,2.0,19,1.0,10.0,1.0,1.0,1.0,2.0,1.0,0
12617,3.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,,2.0,USA,2,132,187,1.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1.0,2,2.0,1.0,17,2.0,2.0,5.0,2.0,1.0,2.0,2.0,0
12618,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,AUS,6,100,201,4.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4.0,1,1.0,1.0,67,1.0,12.0,1.0,2.0,2.0,2.0,1.0,1
12619,3.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,2.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,USA,15,93,123,3.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,1,1.0,1.0,36,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0
12620,3.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,5.0,4.0,1.0,3.0,4.0,2.0,5.0,USA,2,64,77,3.0,4.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1.0,2,2.0,1.0,16,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
12621,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,BRA,1488,159,98,2.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2.0,3,1.0,2.0,16,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1
12622,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,3.0,4.0,3.0,USA,2,128,204,3.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1.0,2,2.0,1.0,16,1.0,4.0,1.0,2.0,1.0,3.0,2.0,0
12623,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,USA,29,74,116,1.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,1.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,2,3.0,1.0,16,,,4.0,2.0,1.0,2.0,1.0,1
12624,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0,5.0,GBR,107,122,164,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1.0,2,1.0,1.0,41,2.0,2.0,1.0,2.0,1.0,4.0,1.0,0
12625,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,DEU,54,80,171,2.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2.0,2,2.0,2.0,28,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1
12626,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,,2,204,239,4.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,1,1.0,1.0,15,1.0,,1.0,2.0,1.0,5.0,2.0,0
12627,4.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,USA,6,119,180,4.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,2,1.0,1.0,17,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1
12628,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,MEX,603,76,158,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1.0,3,2.0,1.0,15,1.0,4.0,5.0,2.0,1.0,2.0,2.0,1
12629,5.0,2.0,5.0,5.0,1.0,4.0,,5.0,4.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0,USA,7,80,138,3.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3.0,2,2.0,1.0,23,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0
12630,4.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,3.0,4.0,USA,37,10723,228,5.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2.0,3,2.0,1.0,21,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0
12631,5.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,GBR,3,90,112,4.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2.0,3,2.0,1.0,16,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0
12632,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,GBR,15,84,119,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2.0,3,2.0,1.0,17,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1
12633,4.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,MEX,17,121,259,1.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2.0,2,1.0,2.0,18,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0
12634,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,USA,3,129,135,3.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,1.0,33,3.0,12.0,1.0,2.0,1.0,8.0,2.0,0
12635,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,USA,453,70,104,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1.0,3,2.0,1.0,15,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1
12636,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,USA,7,132,210,3.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2.0,2,1.0,1.0,18,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1
12637,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,ZAF,24,217,266,4.0,4.0,5.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,2.0,2,1.0,1.0,36,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1
12638,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,USA,3,81,152,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,2,2.0,1.0,19,1.0,7.0,1.0,2.0,1.0,1.0,2.0,0
12639,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,SGP,4,1285,192,1.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2.0,3,2.0,2.0,19,1.0,,2.0,2.0,1.0,2.0,2.0,1
12640,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,AUS,7,79,96,2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4.0,3,2.0,1.0,24,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0
12641,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,DEU,7,68,135,4.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3.0,1,2.0,2.0,25,1.0,,1.0,1.0,1.0,2.0,2.0,0
12642,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,USA,566,132,397,1.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2.0,1,1.0,1.0,37,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0
12643,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,USA,9,165,437,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,2.0,3,2.0,1.0,48,1.0,7.0,1.0,2.0,2.0,5.0,2.0,0
12644,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,USA,2,63,110,1.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1.0,2,1.0,1.0,14,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1
12645,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,USA,2,78,252,2.0,3.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3.0,3,2.0,1.0,20,2.0,6.0,1.0,1.0,1.0,3.0,2.0,1
12646,3.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,2.0,5.0,GBR,9,180,128,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3.0,2,2.0,1.0,34,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1
12647,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,DEU,113,115,169,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,1,1.0,2.0,43,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
12648,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,3.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,USA,6,82,151,5.0,5.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,1.0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1.0,2,2.0,1.0,17,1.0,7.0,1.0,2.0,1.0,3.0,2.0,1
12649,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,USA,5,100,169,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,1,2.0,1.0,15,2.0,6.0,1.0,2.0,1.0,,2.0,0
12650,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0,GBR,9,120,122,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2.0,3,2.0,2.0,16,1.0,2.0,4.0,2.0,1.0,1.0,2.0,0
12651,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,ARE,4,144,196,2.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1.0,3,2.0,2.0,13,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0
12652,2.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,USA,1,167,196,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2.0,3,1.0,1.0,19,1.0,4.0,1.0,2.0,1.0,3.0,2.0,0
12653,4.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,SRB,900,134,187,4.0,5.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,3,1.0,2.0,20,1.0,7.0,,1.0,1.0,2.0,2.0,0
12654,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,NLD,8,96,266,5.0,2.0,3.0,1.0,5.0,2.0,4.0,3.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,1.0,2.0,20,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1
12655,5.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,USA,5,131,186,3.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,2.0,2,3.0,1.0,18,1.0,1.0,4.0,2.0,1.0,,2.0,0
12656,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,USA,22,72,129,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3.0,2,2.0,1.0,31,1.0,6.0,,1.0,2.0,3.0,2.0,1
12657,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,4.0,USA,2043,82,84,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,2,2.0,1.0,23,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0
12658,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,GBR,344,44,119,3.0,4.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3.0,2,2.0,1.0,26,1.0,12.0,3.0,1.0,2.0,3.0,2.0,1
12659,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,AUS,49,65,113,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2.0,2,2.0,1.0,19,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1
12660,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,CAN,3,131,221,1.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,1.0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,2.0,1.0,13,1.0,8.0,5.0,2.0,1.0,1.0,2.0,0
12661,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,USA,23,102,209,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2.0,3,1.0,1.0,24,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1
12662,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,2.0,DEU,178,233,422,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1.0,1,2.0,2.0,15,1.0,4.0,4.0,2.0,1.0,4.0,2.0,0
12663,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,PRT,40,115,253,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,2.0,21,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1
12664,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,FIN,4,117,219,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.0,3,2.0,2.0,17,1.0,7.0,1.0,2.0,1.0,3.0,2.0,0
12665,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,CAN,15,56,102,1.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3.0,1,2.0,1.0,25,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1
12666,4.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,USA,10,105,187,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,3.0,2,2.0,1.0,19,1.0,7.0,1.0,2.0,1.0,1.0,2.0,0
12667,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,USA,184,61,109,1.0,4.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,2,1.0,1.0,27,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1
12668,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,3.0,4.0,USA,8,74,144,3.0,2.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3.0,2,2.0,1.0,29,1.0,7.0,4.0,1.0,1.0,3.0,2.0,0
12669,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,USA,57,132,188,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,1,2.0,1.0,13,1.0,7.0,5.0,2.0,1.0,6.0,2.0,1
